id,url,item_name,match_id,ingredients,reef_safe_determination,brand
85,https://www.bananaboat.com/products/banana-boat-baby-100-mineral-lotion-spf-50?_pos=1&_sid=22092fa6e&_ss=r,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,"Active Ingredients: Titanium Dioxide (4.5%), Zinc Oxide (6.5%)
Inactive Ingredients: Water, Caprylic/ Capric Triglyceride, Isohexadecane, Butyloctyl Salicylate, Octyldodecyl Citrate Crosspolymer, Cetyl Peg/ Ppg-10/ 1 Dimethicone, Lauryl Peg-8 Dimethicone, C30-38 Olefin/ Isopropyl Maleate/ Ma Copolymer, Sodium Chloride, Ethylhexyl Methoxycrylene, Dimethicone, Phenoxyethanol, Caprylyl Glycol, Peg-8, Alumina, Glycerin, Sodium Citrate, Tocopheryl Acetate",2,"Banana Boat"
87,https://www.bananaboat.com/products/banana-boat-kids-sport-lotion-spf-50?_pos=1&_sid=eec165548&_ss=r,"Banana Boat Kid's Sport Lotion, SPF 50",12,"Titanium dioxide 4.5%, zinc oxide 6.5%",2,"Banana Boat"
88,https://www.bananaboat.com/products/banana-boat-kids-sport-stick-spf-50?_pos=1&_sid=32db63409&_ss=r,"Banana Boat Kids Sport Stick SPF 50",11,"Avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 9.0%",1,"Banana Boat"
89,https://www.bananaboat.com/products/banana-boat-kids-sport-spray-spf-50?_pos=1&_sid=854c53e43&_ss=r,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,"Avobenzone 3.0%, homosalate 10.0%, octisalate 5.0%, octocrylene 6.0%",1,"Banana Boat"
90,https://www.bananaboat.com/products/banana-boat-dry-oil-spray-spf-15?_pos=1&_sid=bb241ab9b&_ss=r,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,"Avobenzone 1.5%, homosalate 5.0%, octocrylene 3.5%",1,"Banana Boat"
91,https://www.bananaboat.com/products/banana-boat-sport-ultra-lotion-spf-50?_pos=2&_sid=55b871734&_ss=r,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,"Avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 6.5%",1,"Banana Boat"
92,https://www.bananaboat.com/products/banana-boat-sport-ultra-lotion-spf-50?_pos=2&_sid=55b871734&_ss=r,"Banana Boat Sport Performance Sunscreen, SPF 50",2,"Avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 6.5%",1,"Banana Boat"
93,https://www.bananaboat.com/products/banana-boat-sport-ultra-spray-spf-50?_pos=1&_sid=2e4142105&_ss=r,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,"Avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 6.0%",1,"Banana Boat"
94,https://www.bananaboat.com/products/banana-boat-sport-ultra-lip-balm-spf-50?_pos=1&_sid=932e81ee7&_ss=r,"Banana Boat Sport Ultra Lip Balm, SPF 50",19,"Avobenzone 2.0%, octocrylene 10.0%, oxybenzone 6.0%",1,"Banana Boat"
95,https://www.bananaboat.com/products/banana-boat-deep-tanning-dry-oil-spray-spf-4?_pos=2&_sid=7e151fc4e&_ss=r,"Banana Boat Sunscreen, Spray, Deep Tanning Oil, SPF 4",13,"homosalate 3.0%, octocrylene 4.5%",1,"Banana Boat"
96,https://www.bananaboat.com/products/banana-boat-sport-ultra-spray-spf-50?_pos=1&_sid=f43931753&_ss=r,"Banana Boat Ultra Sport Clear Sunscreen Spray, SPF 50+",20,"Avobenzone 2.7%, homosalate 9.0%, octisalate 4.5%, octocrylene 6.0%",1,"Banana Boat"
97,https://www.bananaboat.com/products/banana-boat-sport-ultra-lotion-spf-15?_pos=1&_sid=10fb6e371&_ss=r,"Banana Boat Ultra Sport Performance SPF 15 Sunscreen",7,"Avobenzone 2.0%, homosalate 3.0%, octisalate 4.5%, octocrylene 3.0%",1,"Banana Boat"
98,https://www.bananaboat.com/products/banana-boat-sport-ultra-lotion-spf-30?_pos=4&_sid=2e46081e7&_ss=r,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",49,"Avobenzone 2.7%, homosalate 6.0%, octisalate 4.5%, octocrylene 4.5%",1,"Banana Boat"
100,https://littlehandshawaii.com/collections/frontpage/products/3-4oz-organic-spf-35-sunscreen,"Body & Face Mineral Sunscreen - Little Hands Hawaii",83,"INGREDIENTS  Active: Non-Nano Zinc Oxide  Inactive: Organic Sunflower Oil, Organic Jojoba Oil, Kokum Butter, Local Beeswax, Vitamin E Oil, and Frankincense Essential Oil.    APPLICATION  Apply body and face sunscreen liberally to all exposed skin before sun exposure, which can be rubbed in to reduce whitening. Re-apply after 80min or after sunscreen is rubbed off, after toweling off or sweating.  *A little goes a long way    Please note that tinted products can stain clothing if not spot treated before washing. It is best to treat them like a foundation.",3,"Little Hands Hawaii"
105,https://www.ewg.org/sunscreen/about-the-sunscreens/981288/Hawaiian_Tropic_Lip_Balm_Sunscreen_Stick%2C_Tropical%2C_SPF_30/,"Hawaiian Tropic Lip Balm Sunscreen Stick, Tropical, SPF 30",80,"Ingredients from labelActive ingredients: Avobenzone 3.0%, Octisalate 5.0%, Octocrylene 10.0%, Inactive Ingredients: Caprylic/Capric Triglyceride, Ozokerite, Petrolatum, Ethylhexyl Palmitate, Flavor, Oryza Sativa (Rice) Bran Wax, VP/Eicosene Copolymer, PEG-8, Sodium Saccharin, Tocopheryl Acetate",1,"Hawaiian Tropic"
106,https://www.ewg.org/sunscreen/about-the-sunscreens/981291/Hawaiian_Tropic_Antioxidant%2B_Sunscreen_Lotion%2C_SPF_30/,"Hawaiian Tropic Antioxidant+ Sunscreen Lotion, SPF 30",66,"Ingredients from labelActive Ingredients: Avobenzone (3. 0 %), Homosalate (9. 0 %), Octisalate (4. 0 %), Octocrylene (5. 0 %), Inactive Ingredients: Water Diisopropyl Adipate Cetearyl Alcohol Glycerin Phenoxyethanol Benzyl Alcohol Acrylates/C12-22 Alkyl Methacrylate Copolymer Propylene Glycol Acrylates/C10-30 Alkyl Acrylate Crosspolymer Dicetyl Phosphate Ceteth-10 Phosphate Coco-Glucoside Chlorphenesin Fragrance Xanthan Gum Sodium Hydroxide Camellia Sinensis Leaf Extract Disodium Edta Tocopheryl Acetate Mangifera Indica (Mango) Seed Butter Psidium Guajava Fruit Extract Carica Papaya (Papaya) Fruit Extract Mangifera Indica (Mango) Fruit Extract Passiflora Incarnata Fruit Extract Plumeria Acutifolia Flower Extract Panthenol Aloe Barbadensis Leaf Juice Sodium Ascorbyl Phosphate",1,"Hawaiian Tropic"
107,https://www.ewg.org/sunscreen/about-the-sunscreens/929038/Hawaiian_Tropic_Island_Sport_Ultra_Light_High_Performance_Sunscreen_Spray%2C_Light_Tropical_Scent%2C_SPF_30/,"Hawaiian Tropic Island Sport Ultra Light High Performance Sunscreen Spray, Light Tropical Scent, SPF 30",74,"Ingredients from labelActive Ingredients: Avobenzone 2.0%, Homosalate 7.0%, Octocrylene 5.0%; Inactive Ingredients: ALCOHOL DENAT, ISOBUTANE, ISODODECANE, DIISOPROPYL ADIPATE, LAURYL PEG-8 DIMETHICONE, PHENYLISOPROPYL DIMETHICONE, POLYGLYCERYL-3 STEARATE/ISOSTEARATE/DIMER DILINOLEATE COPOLYMER, CAPRYLYL GLYCOL, HYDROGENATED METHYL ABIETATE, MINERAL OIL, ASCORBYL PALMITATE, TOCOPHERYL ACETATE, PANTHENOL, WATER, ALOE BARBADENSIS LEAF EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, COLOCASIA ANTIQUORUM ROOT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, FRAGRANCE",1,"Hawaiian Tropic"
108,https://www.ewg.org/sunscreen/about-the-sunscreens/972020/Hawaiian_Tropic_Silk_Hydration_Sunscreen_Spray%2C_SPF_30/,"Hawaiian Tropic Silk Hydration Sunscreen Spray, SPF 30",61,"Ingredients from labelActive Ingredients: Avobenzone 1.0%, Octocrylene 7.7%, Oxybenzone 3.0%; Inactive Ingredients: INACTIVE INGREDIENTS: ALCOHOL DENAT., ACRYLATES/OCTYLACRYLAMIDE COPOLYMER, CAPRYLYL GLYCOL, MINERAL OIL, PEG-8 DIMETHICONE, ALOE BARBADENSIS LEAF EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, COLOCASIA ANTIQUORUM ROOT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, OCTYLDODECANOL, RETINYL PALMITATE, SILICA, TOCOPHERYL ACETATE, ASCORBIC ACID, SODIUM PROPOXYHYDROXYPROPYL THIOSULFATE SILICA, FRAGRANCE",1,"Hawaiian Tropic"
110,https://www.ewg.org/sunscreen/about-the-sunscreens/939815/Hawaiian_Tropic_Silk_Hydration_Weightless_Sunscreen_Lotion%2C_SPF_50/,"Hawaiian Tropic Silk Hydration Weightless Sunscreen Lotion, SPF 50",70,"Ingredients from labelActive Ingredients: Avobenzone 2.7%, Homosalate 8.0%, Octisalate 4.0%, Octocrylene 4.5%; Inactive Ingredients: WATER, BUTYLOCTYL SALICYLATE, C12-15 ALKYL BENZOATE, DIISOPROPYL ADIPATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, BUTYLENE GLYCOL, CETEARYL ALCOHOL, PHENOXYETHANOL, ISOHEXADECANE, CAPRYLYL GLYCOL, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, BENZYL ALCOHOL, FRAGRANCE, CHLORPHENESIN, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, POLYSORBATE 60, XANTHAN GUM, COCO-GLUCOSIDE, DISODIUM EDTA, AMINOMETHYL PROPANOL, MICA, TOCOPHERYL ACETATE, TITANIUM DIOXIDE, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SILK AMINO ACIDS, SODIUM ASCORBYL PHOSPHATE, PSIDIUM GUAJAVA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, IRON OXIDES.",1,"Hawaiian Tropic"
111,https://www.ewg.org/sunscreen/about-the-sunscreens/978261/Hawaiian_Tropic_Antioxidant%2B_Refresh_Sunscreen_Mist%2C_SPF_30/,"Hawaiian Tropic Antioxidant+ Refresh Sunscreen Mist, SPF 30",76,"Ingredients from labelActive Ingredients: Avobenzone 2.7%, Homosalate 6.0%, Octocrylene 6.0%; Inactive Ingredients: ALCOHOL DENAT., ISODODECANE, DIISOPROPYL ADIPATE, VA/BUTYL MALEATE/ISOBORNYL ACRYLATE COPOLYMER, CAPRYLYL GLYCOL , DIMETHICONE, FRAGRANCE, CAMELLIA SINENSIS LEAF EXTRACT",1,"Hawaiian Tropic"
112,https://www.ewg.org/sunscreen/about-the-sunscreens/939313/Hawaiian_Tropic_Sheer_Touch_Ultra_Radiance_Sunscreen_Lotion%2C_SPF_30/,"Hawaiian Tropic Sheer Touch Ultra Radiance Sunscreen Lotion, SPF 30",59,"Ingredients from labelActive Ingredients: Avobenzone 2.0%, Homosalate 5.5%, Octisalate 4.5%, Octocrylene 4.0%; Inactive Ingredients: WATER, C12-15 ALKYL BENZOATE, CETEARYL ALCOHOL, PHENOXYETHANOL, VP/EICOSENE COPOLYMER, DIISOPROPYL ADIPATE, NEOPENTYL GLYCOL DIHEPTANOATE, MICA, DIMETHICONE, GLYCERIN, FRAGRANCE, POLYMETHYLSILSESQUIOXANE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, COCO-GLUCOSIDE, METHYLPARABEN, PROPYLENE GLYCOL DIBENZOATE, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, PROPYLPARABEN, SODIUM HYDROXIDE, DISODIUM EDTA, PARAFFIN, XANTHAN GUM, BUTYROSPERMUM PARKII (SHEA) BUTTER, JOJOBA ALCOHOL, POTASSIUM JOJOBATE, SIMMONDSIA CHINENSIS (JOJOBA) BUTTER, MANGIFERA INDICA (MANGO) SEED BUTTER, PROPANEDIOL, TOCOPHERYL ACETATE, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, COLOCASIA ANTIQUORUM ROOT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SODIUM ASCORBYL PHOSPHATE, TITANIUM DIOXIDE.",1,"Hawaiian Tropic"
113,https://www.ewg.org/sunscreen/about-the-sunscreens/939712/Hawaiian_Tropic_Silk_Hydration_Weightless_Clear_Sunscreen_Spray%2C_SPF_50/,"Hawaiian Tropic Silk Hydration Weightless Clear Sunscreen Spray, SPF 50",71,"Ingredients from labelActive Ingredients: Avobenzone 2.7%, Homosalate 9.0%, Octisalate 4.5%, Octocrylene 7.0%; Inactive Ingredients: ALCOHOL DENAT., ISOBUTANE, ISODODECANE, C12-15 ALKYL BENZOATE, VA/BUTYL MALEATE/LSOBORNYL ACRYLATE COPOLYMER, CAPRYLYL GLYCOL, DIMETHICONE, FRAGRANCE, TOCOPHERYL ACETATE, ASCORBYL PALMITATE, MINERAL OIL, WATER, PANTHENOL, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, ALOE BARBADENSIS LEAF EXTRACT.",1,"Hawaiian Tropic"
115,https://www.ewg.org/sunscreen/about-the-sunscreens/939974/Hawaiian_Tropic_Antioxidant_%2B_Sunscreen_Lotion%2C_SPF_50/,"Hawaiian Tropic Antioxidant + Sunscreen Lotion, SPF 50",67,"Ingredients from labelActive Ingredients: Avobenzone 2.7%, Homosalate 9.0%, Octisalate 4.0%, Octocrylene 5.0%; Inactive Ingredients: WATER, DIISOPROPYL ADIPATE, CETEARYL ALCOHOL, GLYCERIN, PHENOXYETHANOL, BENZYL ALCOHOL, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, PROPYLENE GLYCOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, DICETYL PHOSPHATE, CETETH-10 PHOSPHATE, COCO-GLUCOSIDE, CHLORPHENESIN, FRAGRANCE, XANTHAN GUM, SODIUM HYDROXIDE, CAMELLIA SINENSIS LEAF EXTRACT, DISODIUM EDTA, TOCOPHERYL ACETATE, MANGIFERA INDICA (MANGO) SEED BUTTER, PSIDIUM GUAJAVA FRUIT EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SODIUM ASCORBYL PHOSPHATE.",1,"Hawaiian Tropic"
118,https://www.ewg.org/sunscreen/about-the-sunscreens/981508/Hawaiian_Tropic_Mineral_Skin_Nourishing_Sunscreen_Milk%2C_SPF_30/,"Hawaiian Tropic Mineral Skin Nourishing Sunscreen Milk, SPF 30",78,"Ingredients from labelActive Ingredients: Titanium Dioxide 4.3%, Zinc Oxide 6.0%; Inactive Ingredients: WATER, C12-15 ALKYL BENZOATE, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETYL PEG/PPG-10/1 DIMETHICONE, DIMETHICONE, LAURYL PEG-8 DIMETHICONE, VP/EICOSENE COPOLYMER, SODIUM CHLORIDE, COCOS NUCIFERA (COCONUT) OIL, ALCOHOL DENAT., POLYHYDROXYSTEARIC ACID, GLYCERYL STEARATE, PHENOXYETHANOL, STEARALKONIUM BENTONITE, CAPRYLYL GLYCOL, FRAGRANCE, ALUMINA, PROPYLENE CARBONATE, ALEURITES MOLUCCANUS SEED OIL, ETHYLHEXYLGLYCERIN, TRIETHOXYCAPRYLYLSILANE, MICA, MINERAL OIL, PSIDIUM GUAJAVA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, IRON OXIDES.",2,"Hawaiian Tropic"
122,https://www.ewg.org/sunscreen/about-the-sunscreens/981293/Hawaiian_Tropic_Mineral_Skin_Nourishing_Milk_Sunscreen_Lotion%2C_SPF_50_/,"Hawaiian Tropic Mineral Skin Nourishing Milk Sunscreen Lotion, SPF 50 ",69,"Ingredients from labelActive ingredients: Titanium Dioxide 4.9% Zinc Oxide 6.7%, Inactive ingredients: Water, C12-15 Alkyl Benzoate, Glycerin, Caprylic/Capric Triglyceride, Cetyl Peg/Ppg-10/1 Dimethicone, Dimethicone, Lauryl Peg-8 Dimethicone, Stearyl/Octyldodecyl Citrate Crosspolymer, Polyhydroxystearic Acid, Sodium Chloride, Alcohol Denat., Cocos Nucifera (Coconut) Oil, Phenoxyethanol, Stearalkonium Bentonite, Caprylyl Glycol, Fragrance, Alumina, Propylene Carbonate, Aleurites Moluccanus Seed Oil, Ethylhexylglycerin, Triethoxycaprylylsilane, Mica, Mineral Oil, Psidium Guajava Fruit Extract, Plumeria Acutifolia Flower Extract, Passiflora Incarnata Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Iron Oxides",2,"Hawaiian Tropic"
125,https://www.ewg.org/sunscreen/about-the-sunscreens/929037/Hawaiian_Tropic_Island_Sport_High_Performance_Sunscreen_Lotion%2C_SPF_30/,"Hawaiian Tropic Island Sport High Performance Sunscreen Lotion, SPF 30",65,"Ingredients from labelActive Ingredients: Avobenzone 2.0%, Octocrylene 5.0%, Oxybenzone 3.0%; Inactive Ingredients: WATER, C12-15 ALKYL BENZOATE, BUTYLOCTYL SALICYLATE, CETEARYL ALCOHOL, NEOPENTYL GLYCOL DIHEPTANOATE, PHENETHYL BENZOATE, POLYMETHYLSILSESQUIOXANE, VP/EICOSENE COPOLYMER, CAPRYLYL GLYCOL, DIMETHICONE, GLYCERIN, TRIETHANOLAMINE, COCO-GLUCOSIDE, ACRYLATES/ C10-30 ALKYL ACRYLATE CROSSPOLYMER, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, DISODIUM EDTA, PARAFFIN, XANTHAN GUM, BUTYROSPERMUM PARKII (SHEA) BUTTER, MANGIFERA INDICA (MANGO) SEED BUTTER, SODIUM ASCORBYL PHOSPHATE, TOCOPHERYL ACETATE, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, COLOCASIA ANTIQUORUM ROOT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, PHENOXYETHANOL, METHYLPARABEN, PROPYLPARABEN, FRAGRANCE",1,"Hawaiian Tropic"
127,https://www.ewg.org/sunscreen/about-the-sunscreens/981285/Hawaiian_Tropic_Silk_Hydration_Weightless_Clear_Sunscreen_Spray%2C_SPF_15/,"Hawaiian Tropic Silk Hydration Weightless Clear Sunscreen Spray, SPF 15",72,"Ingredients from labelActive Ingredients: Avobenzone - 1.5 %, Homosalate - 3.0 %, Octisalate - 1.0 %, Octocrylene - 3.0 %, Inactive Ingredients: Alcohol Denat., Isobutane, Isododecane, Diisopropyl Adipate, Dimethicone, VA/Butyl Maleate/Isobornyl Acrylate Copolymer, Fragrance, Hydroxypropylcellulose, Mineral Oil, Ascorbyl Palmitate, Tocopheryl Acetate, Panthenol, Water, Carica Papaya (Papaya) Fruit Extract, Colocasia Antiquorum Root Extract, Mangifera Indica (Mango) Fruit Extract, Passiflora Incarnata Fruit Extract, Plumeria Acutifolia Flower Extract, Psidium Guajava Fruit Extract, Aloe Barbadensis Leaf Extract",1,"Hawaiian Tropic"
128,https://www.ewg.org/sunscreen/about-the-sunscreens/929043/Hawaiian_Tropic_Sheer_Touch_Ultra_Radiance_Sunscreen_Lotion%2C_SPF_50/,"Hawaiian Tropic Sheer Touch Ultra Radiance Sunscreen Lotion, SPF 50",60,"Ingredients from labelActive Ingredients: Avobenzone 2.7%, Homosalate 9.0%, Octisalate 4.0%, Octocrylene 5.0%; Inactive Ingredients: WATER, DIISOPROPYL ADIPATE, CETEARYL ALCOHOL, GLYCERIN, PHENOXYETHANOL, MICA, BENZYL ALCOHOL, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, FRAGRANCE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, COCO-GLUCOSIDE, CHLORPHENESIN, XANTHAN GUM, SODIUM HYDROXIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, DISODIUM EDTA, TOCOPHERYL ACETATE, MANGIFERA INDICA (MANGO) SEED BUTTER, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SODIUM ASCORBYL PHOSPHATE, TITANIUM DIOXIDE",1,"Hawaiian Tropic"
129,https://www.ewg.org/sunscreen/about-the-sunscreens/942185/Hawaiian_Tropic_Silk_Hydration_Weightless_Sunscreen_Lotion%2C_SPF_30/,"Hawaiian Tropic Silk Hydration Weightless Sunscreen Lotion, SPF 30",73,"Ingredients from labelActive Ingredients: Avobenzone 2.0%, Homosalate 5.5%, Octisalate 4.5%, Octocrylene 4.0%; Inactive Ingredients: WATER, C12-15 ALKYL BENZOATE, DIISOPROPYL ADIPATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, BUTYLENE GLYCOL, CETEARYL ALCOHOL, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, PHENOXYETHANOL, ISOHEXADECANE, CAPRYLYL GLYCOL, BENZYL ALCOHOL, FRAGRANCE, CHLORPHENESIN, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, POLYSORBATE 60, XANTHAN GUM, COCO-GLUCOSIDE, DISODIUM EDTA, AMINOMETHYL PROPANOL, MICA, TOCOPHERYL ACETATE, TITANIUM DIOXIDE, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SILK AMINO ACIDS, SODIUM ASCORBYL PHOSPHATE, PSIDIUM GUAJAVA FRUIT EXTRACT, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, IRON OXIDES.",1,"Hawaiian Tropic"
132,https://www.ewg.org/sunscreen/about-the-sunscreens/981286/Hawaiian_Tropic_Island_Sport_High_Performance_Sunscreen_Lotion%2C_SPF_15/,"Hawaiian Tropic Island Sport High Performance Sunscreen Lotion, SPF 15",64,"Ingredients from labelActive Ingredients, Avobenzone (2.0%), Octocrylene (3.0%), Oxybenzone (2.0%), Inactive Ingredients: Water Cetearyl Alcohol Phenoxyethanol Benzyl Alcohol Glycerin Diisopropyl Adipate Acrylates/C12-22 Alkyl Methacrylate Copolymer Fragrance C12-15 Alkyl Benzoate Acrylates/C10-30 Alkyl Acrylate Crosspolymer Coco-Glucoside Chlorphenesin Ceteth-10 Phosphate Dicetyl Phosphate Dimethicone Sodium Hydroxide Xanthan Gum Disodium Edta Mangifera Indica (Mango) Seed Butter Tocopheryl Acetate Carica Papaya (Papaya) Fruit Extract Mangifera Indica (Mango) Fruit Extract Passiflora Incarnata Fruit Extract Plumeria Acutifolia Flower Extract Psidium Guajava Fruit Extract Panthenol Aloe Barbadensis Leaf Juice Sodium Ascorbyl Phosphate",1,"Hawaiian Tropic"
133,https://www.ewg.org/sunscreen/about-the-sunscreens/971848/Hawaiian_Tropic_Sheer_Touch_Ultra_Radiance_Sunscreen_Lotion%2C_SPF_15/,"Hawaiian Tropic Sheer Touch Ultra Radiance Sunscreen Lotion, SPF 15",58,"Ingredients from labelActive Ingredients: Avobenzone 2.0%, Homosalate 3.0%, Octisalate 2.0%, Octocrylene 3.0%; Inactive Ingredients: WATER, CETEARYL ALCOHOL, PHENOXYETHANOL, MICA, BENZYL ALCOHOL, DIISOPROPYL ADIPATE, GLYCERIN, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, FRAGRANCE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, COCO-GLUCOSIDE, CHLORPHENESIN, CETETH-10 PHOSPHATE, DICETYL PHOSPHATE, SODIUM HYDROXIDE, XANTHAN GUM, BUTYROSPERMUM PARKII (SHEA) BUTTER, DISODIUM EDTA, TOCOPHERYL ACETATE, MANGIFERA INDICA (MANGO) SEED BUTTER, PLUMERIA ACUTIFOLIA FLOWER EXTRACT, PASSIFLORA INCARNATA FRUIT EXTRACT, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, CARICA PAPAYA (PAPAYA) FRUIT EXTRACT, PSIDIUM GUAJAVA FRUIT EXTRACT, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, SODIUM ASCORBYL PHOSPHATE, TITANIUM DIOXIDE.",1,"Hawaiian Tropic"
137,https://www.ewg.org/sunscreen/about-the-sunscreens/981290/Hawaiian_Tropic_Silk_Hydration_Weightless_Face_Oil-Free_Sunscreen_Lotion%2C_SPF_30/,"Hawaiian Tropic Silk Hydration Weightless Face Oil-Free Sunscreen Lotion, SPF 30",62,"Ingredients from labelActive ingredients: Avobenzone 2.0% Homosalate 5.5% Octisalate 4.5% Octocrylene 4.0%, Inactive Ingredients: Water, C12-15 Alkyl Benzoate, Diisopropyl Adipate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Butylene Glycol, Cetearyl Alcohol, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Phenoxyethanol, Isohexadecane, Caprylyl Glycol, Benzyl Alcohol, Chlorphenesin, Ceteth-10 Phosphate, Dicetyl Phosphate, Fragrance, Polysorbate 60, Xanthan Gum, Coco-Glucoside, Disodium Edta, Aminomethyl Propanol, Mica, Tocopheryl Acetate, Titanium Dioxide, Panthenol, Aloe Barbadensis Leaf Juice, Silk Amino Acids, Sodium Ascorbyl Phosphate, Psidium Guajava Fruit Extract, Plumeria Acutifolia Flower Extract, Passiflora Incarnata Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Iron Oxides.",1,"Hawaiian Tropic"
